SUBMISSION_ID,COMMON_NAME,SCIENTIFIC_NAME,TAXONOMIC_ORDER,COUNT,STATE_PROVINCE,COUNTY,LOCATION_ID,LOCATION,LATITUDE,LONGITUDE,DATE,TIME,PROTOCOL,DURATION_MIN,ALL_OBS_REPORTED,DISTANCE_TRAVELED_KM,AREA_COVERED_HA,NUMBER_OF_OBSERVERS,BREEDING_CODE,OBSERVATION_DETAILS,CHECKLIST_COMMENTS,ML_CATALOG_NUMBERS,PROVINCE_FR,PROVINCE_EN,COUNTRY_FR,COUNTRY_EN,DATE_FR,DATE_EN,MJD,MJD_END,LOCSTR,ENGLISH_NAME,ORDER,FAMILY,SORT,EBIRD_CODE,SCIENTIFIC_NAME_NOSSP,YEAR
S39795697,Carouge à épaulettes,Agelaius phoeniceus,32676,4,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1987-10-17,nan,Historical,30,0,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 165625. Observateurs : Jean-Pierre Artigau, Étienne Artigau, Roland Schryer.",nan,Québec,Quebec,Canada,Canada,,,47085.5,47085.520833333336,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1987
S56577066,Carouge à épaulettes,Agelaius phoeniceus,32676,41,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1988-04-01,nan,Historical,165,1,nan,nan,1,nan,"Mâle, femelle",Feuillet d'ÉPOQ no 305483. Observateur : Jean-Pierre Artigau.,nan,Québec,Quebec,Canada,Canada,,,47252.5,47252.614583333336,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1988
S56576483,Carouge à épaulettes,Agelaius phoeniceus,32676,15,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1988-04-11,nan,Historical,120,1,nan,nan,1,nan,Mâle,Feuillet d'ÉPOQ no 305410. Observateur : Jean-Pierre Artigau.,nan,Québec,Quebec,Canada,Canada,,,47262.5,47262.583333333336,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1988
S56576527,Carouge à épaulettes,Agelaius phoeniceus,32676,8,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1988-06-13,nan,Historical,105,1,nan,nan,1,nan,nan,Feuillet d'ÉPOQ no 305664. Observateur : Jean-Pierre Artigau.,nan,Québec,Quebec,Canada,Canada,,,47325.5,47325.572916666664,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1988
S56577075,Carouge à épaulettes,Agelaius phoeniceus,32676,3,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1988-06-24,nan,Historical,82,1,nan,nan,1,nan,nan,Feuillet d'ÉPOQ no 305685. Observateur : Jean-Pierre Artigau.,nan,Québec,Quebec,Canada,Canada,,,47336.5,47336.55694444444,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1988
S39795763,Carouge à épaulettes,Agelaius phoeniceus,32676,19,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1989-03-24,nan,Historical,280,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 167175. Observateurs : Jean-Pierre Artigau, Étienne Artigau, Anne Artigau.",nan,Québec,Quebec,Canada,Canada,,,47609.5,47609.694444444445,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1989
S39795762,Carouge à épaulettes,Agelaius phoeniceus,32676,15,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1989-03-26,nan,Historical,210,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 167185. Observateurs : Jean-Pierre Artigau, Étienne Artigau, Anne Artigau.",nan,Québec,Quebec,Canada,Canada,,,47611.5,47611.645833333336,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1989
S40487930,Carouge à épaulettes,Agelaius phoeniceus,32676,20,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1989-05-27,nan,Historical,150,1,nan,nan,1,nan,nan,Feuillet d'ÉPOQ no 167458. Observateur : Étienne Artigau.,nan,Québec,Quebec,Canada,Canada,,,47673.5,47673.604166666664,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1989
S39795729,Carouge à épaulettes,Agelaius phoeniceus,32676,35,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1989-06-12,nan,Historical,75,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 167526. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,47689.5,47689.552083333336,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1989
S39795728,Carouge à épaulettes,Agelaius phoeniceus,32676,15,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1989-06-19,nan,Historical,90,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 167549. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,47696.5,47696.5625,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1989
S39795712,Carouge à épaulettes,Agelaius phoeniceus,32676,2,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1989-09-24,nan,Historical,180,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 167745. Observateurs : Jean-Pierre Artigau, Étienne Artigau, D Dal.",nan,Québec,Quebec,Canada,Canada,,,47793.5,47793.625,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1989
S39797159,Carouge à épaulettes,Agelaius phoeniceus,32676,4,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1990-03-24,nan,Historical,180,1,nan,nan,2,nan,Mâle,"Feuillet d'ÉPOQ no 168110. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,47974.5,47974.625,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1990
S39797128,Carouge à épaulettes,Agelaius phoeniceus,32676,2,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1990-04-01,nan,Historical,45,1,nan,nan,2,nan,Mâle,"Feuillet d'ÉPOQ no 168175. Observateurs : Étienne Artigau, Jean-Pierre Artigau.",nan,Québec,Quebec,Canada,Canada,,,47982.5,47982.53125,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1990
S39797129,Carouge à épaulettes,Agelaius phoeniceus,32676,50,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1990-04-23,nan,Historical,105,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 168176. Observateurs : Étienne Artigau, Jean-Pierre Artigau.",nan,Québec,Quebec,Canada,Canada,,,48004.5,48004.572916666664,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1990
S40487988,Carouge à épaulettes,Agelaius phoeniceus,32676,30,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1990-05-13,nan,Historical,50,1,nan,nan,1,nan,nan,Feuillet d'ÉPOQ no 168335. Observateur : Étienne Artigau.,nan,Québec,Quebec,Canada,Canada,,,48024.5,48024.53472222222,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1990
S40488096,Carouge à épaulettes,Agelaius phoeniceus,32676,100,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1991-03-28,nan,Historical,90,1,nan,nan,1,nan,Mâle,Feuillet d'ÉPOQ no 168903. Observateur : Étienne Artigau.,nan,Québec,Quebec,Canada,Canada,,,48343.5,48343.5625,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1991
S39799033,Carouge à épaulettes,Agelaius phoeniceus,32676,28,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1991-05-20,nan,Historical,65,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 169092. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,48396.5,48396.54513888889,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1991
S40488127,Carouge à épaulettes,Agelaius phoeniceus,32676,24,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1991-06-01,nan,Historical,90,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 169188. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,48408.5,48408.5625,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1991
S39798991,Carouge à épaulettes,Agelaius phoeniceus,32676,10,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1991-06-23,nan,Historical,85,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 169258. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,48430.5,48430.55902777778,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1991
S18566817,Carouge à épaulettes,Agelaius phoeniceus,32676,1,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1993-03-20,nan,eBird - Casual Observation,0,0,nan,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,49066.5,49066.5,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1993
S39798039,Carouge à épaulettes,Agelaius phoeniceus,32676,15,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1994-04-03,nan,Historical,210,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 291570. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,49445.5,49445.645833333336,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1994
S40417183,Carouge à épaulettes,Agelaius phoeniceus,32676,5,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1994-04-04,nan,Historical,30,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 291539. Observateurs : D Dal, R Fuo, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,49446.5,49446.520833333336,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1994
S40417241,Carouge à épaulettes,Agelaius phoeniceus,32676,10,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1994-04-23,nan,Historical,180,1,nan,nan,1,nan,nan,Feuillet d'ÉPOQ no 291631. Observateur : Étienne Artigau.,nan,Québec,Quebec,Canada,Canada,,,49465.5,49465.625,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1994
S40417244,Carouge à épaulettes,Agelaius phoeniceus,32676,25,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1994-05-19,nan,Historical,165,1,nan,nan,1,nan,nan,Feuillet d'ÉPOQ no 291708. Observateur : Étienne Artigau.,nan,Québec,Quebec,Canada,Canada,,,49491.5,49491.614583333336,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1994
S39799113,Carouge à épaulettes,Agelaius phoeniceus,32676,15,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1998-06-13,nan,Historical,25,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 296762. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,50977.5,50977.51736111111,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1998
S39799106,Carouge à épaulettes,Agelaius phoeniceus,32676,15,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2003-06-14,nan,Historical,75,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 635255. Observateurs : Gilbert Dupuis, Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,52804.5,52804.552083333336,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2003
S39799110,Carouge à épaulettes,Agelaius phoeniceus,32676,10,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2004-04-17,nan,Historical,505,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 637011. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,53112.5,53112.850694444445,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2004
S44130633,Carouge à épaulettes,Agelaius phoeniceus,32676,8,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2018-03-31,04:11 PM,eBird - Traveling Count,79,1,2.,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58208.674305555556,58208.729166666664,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2018
S55259330,Carouge à épaulettes,Agelaius phoeniceus,32676,20,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2019-04-22,11:03 AM,eBird - Traveling Count,66,1,2.78,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58595.46041666667,58595.50625,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2019
S60996585,Carouge à épaulettes,Agelaius phoeniceus,32676,1,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2019-10-28,08:30 AM,eBird - Traveling Count,182,1,3.8,nan,2,nan,nan,la distance tient en compte l'aller-retour fait sur le chemin,nan,Québec,Quebec,Canada,Canada,,,58784.354166666664,58784.48055555555,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2019
S70494594,Carouge à épaulettes,Agelaius phoeniceus,32676,20,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2020-06-16,06:43 AM,eBird - Traveling Count,102,1,1.49,nan,2,CF Adulte transportant de la nourriture,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59016.279861111114,59016.350694444445,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2020
S71065521,Carouge à épaulettes,Agelaius phoeniceus,32676,1,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2020-07-02,06:16 PM,eBird - Traveling Count,43,1,1.9,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59032.76111111111,59032.790972222225,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2020
S72325191,Carouge à épaulettes,Agelaius phoeniceus,32676,2,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2020-08-11,05:22 PM,eBird - Traveling Count,67,1,1.94,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59072.72361111111,59072.77013888889,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2020
S92110713,Carouge à épaulettes,Agelaius phoeniceus,32676,10,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2021-07-21,05:05 PM,eBird - Traveling Count,111,1,1.5,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59416.711805555555,59416.788888888885,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2021
S116654372,Carouge à épaulettes,Agelaius phoeniceus,32676,9,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2022-08-10,07:12 AM,eBird - Traveling Count,54,1,1.4,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59801.3,59801.3375,452240N754758W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2022
S40487987,Carouge à épaulettes,Agelaius phoeniceus,32676,2,CA-QC,Gatineau,L2879979,"Wychwood, Aylmer",45.385,-75.839444,1990-05-05,nan,Historical,30,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 168325. Observateurs : Étienne Artigau, M Thibert",nan,Québec,Quebec,Canada,Canada,,,48016.5,48016.520833333336,452305N755021W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1990
S39795796,Carouge à épaulettes,Agelaius phoeniceus,32676,1,CA-QC,La Vallée-de-l'Or,L6309543,Lac Granet,47.8,-77.51667,1988-07-23,nan,Historical,660,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 305751. Observateurs : Jean-Pierre Artigau, Étienne Artigau, Anne Artigau.",nan,Québec,Quebec,Canada,Canada,,,47365.5,47365.958333333336,474759N773100W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1988
S39795722,Carouge à épaulettes,Agelaius phoeniceus,32676,4,CA-QC,La Vallée-de-la-Gatineau,L8297596,Blue sea et environs,46.1820292,-76.0597229,1989-07-15,nan,Historical,150,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 167604. Observateurs : Jean-Pierre Artigau, Étienne Artigau, Anne Artigau.",nan,Québec,Quebec,Canada,Canada,,,47722.5,47722.604166666664,461055N760335W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1989
S56133928,Carouge à épaulettes,Agelaius phoeniceus,32676,2,CA-QC,Laval,L2827422,Berge du Garrot,45.6099443,-73.7962604,2019-05-11,02:12 PM,eBird - Traveling Count,15,1,.76,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58614.59166666667,58614.60208333333,453635N734746W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2019
S89297551,Carouge à épaulettes,Agelaius phoeniceus,32676,3,CA-QC,Laval,L820845,Boisé Ste-Dorothée,45.5410443,-73.823061,2021-05-30,02:56 PM,eBird - Traveling Count,80,1,2.59,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59364.62222222222,59364.677777777775,453227N734923W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2021
S56139710,Carouge à épaulettes,Agelaius phoeniceus,32676,25,CA-QC,Laval,L1440871,Marais St-Elzéar,45.5668937,-73.7930876,2019-05-11,02:58 PM,eBird - Traveling Count,77,1,1.8,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58614.623611111114,58614.677083333336,453400N734735W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2019
S57403370,Carouge à épaulettes,Agelaius phoeniceus,32676,20,CA-QC,Laval,L1440871,Marais St-Elzéar,45.5668937,-73.7930876,2019-06-15,04:26 PM,eBird - Traveling Count,21,1,.53,nan,1,S7 Individus chantant pendant 7 jours ou plus,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58649.68472222222,58649.69930555555,453400N734735W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2019
S92630207,Carouge à épaulettes,Agelaius phoeniceus,32676,5,CA-QC,Le Fjord-du-Saguenay,L2792754,"Canards Illimités, Marais St-Fulgence",48.4466028,-70.9042243,2021-08-01,05:31 PM,eBird - Traveling Count,35,1,.8,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59427.72986111111,59427.754166666666,482647N705415W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2021
S92719639,Carouge à épaulettes,Agelaius phoeniceus,32676,3,CA-QC,Le Fjord-du-Saguenay,L2792754,"Canards Illimités, Marais St-Fulgence",48.4466028,-70.9042243,2021-08-03,02:55 PM,eBird - Traveling Count,69,1,4.99,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59429.62152777778,59429.66944444445,482647N705415W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2021
S92759274,Carouge à épaulettes,Agelaius phoeniceus,32676,1,CA-QC,Le Fjord-du-Saguenay,L2792754,"Canards Illimités, Marais St-Fulgence",48.4466028,-70.9042243,2021-08-04,01:17 PM,eBird - Traveling Count,35,1,1.,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59430.55347222222,59430.57777777778,482647N705415W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2021
S37835729,Carouge à épaulettes,Agelaius phoeniceus,32676,15,CA-QC,Le Haut-Saint-Laurent,L1024841,"Ch. Gore, Hinchinbrooke",45.0475721,-74.0935993,2017-06-27,08:51 AM,eBird - Traveling Count,90,1,3.,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,57931.36875,57931.43125,450251N740536W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2017
S18851960,Carouge à épaulettes,Agelaius phoeniceus,32676,5,CA-QC,Le Haut-Saint-Laurent,L916036,"Montée Biggar, Godmanchester",45.0884902,-74.2163372,2014-06-20,11:15 AM,eBird - Traveling Count,100,1,3.,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,56828.46875,56828.538194444445,450518N741258W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2014
S18851930,Carouge à épaulettes,Agelaius phoeniceus,32676,4,CA-QC,Le Haut-Saint-Laurent,L1912333,"Montée Jamieson, Elgin",44.9985423,-74.1748676,2014-06-20,09:52 AM,eBird - Traveling Count,57,1,2.,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,56828.41111111111,56828.450694444444,445954N741029W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2014
S19091255,Carouge à épaulettes,Agelaius phoeniceus,32676,6,CA-QC,Le Rocher-Percé,L797193,"Barachois, Percé",48.582172,-64.2928505,2014-07-13,04:00 PM,eBird - Stationary Count,60,1,nan,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,56851.666666666664,56851.70833333333,483455N641734W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2014
S19112437,Carouge à épaulettes,Agelaius phoeniceus,32676,4,CA-QC,Le Rocher-Percé,L2880020,Percé,48.525278,-64.211111,2014-07-15,10:00 AM,eBird - Traveling Count,90,1,1.,nan,4,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,56853.416666666664,56853.479166666664,483131N641239W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2014
S39799099,Carouge à épaulettes,Agelaius phoeniceus,32676,5,CA-QC,Les Collines-de-l'Outaouais,L6309527,Belvédère Champlain,45.5,-75.91667,2004-05-02,nan,Historical,155,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 637027. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,53127.5,53127.60763888889,453000N755500W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2004
S39798854,Carouge à épaulettes,Agelaius phoeniceus,32676,4,CA-QC,Les Collines-de-l'Outaouais,L6309581,Lac La Pêche,45.63333,-76.18333,1993-07-02,nan,Historical,180,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 290946. Observateurs : G Des, Étienne Artigau, Jean-Pierre Artigau.",nan,Québec,Quebec,Canada,Canada,,,49170.5,49170.625,453759N761059W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1993
S40417182,Carouge à épaulettes,Agelaius phoeniceus,32676,15,CA-QC,Les Collines-de-l'Outaouais,L6309525,Luskville,45.53333,-76.01667,1994-04-04,nan,Historical,90,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 291538. Observateurs : D Dal, R Fuo, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,49446.5,49446.5625,453159N760100W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1994
S40417151,Carouge à épaulettes,Agelaius phoeniceus,32676,40,CA-QC,Les Collines-de-l'Outaouais,L6309503,Parc de la Gatineau,45.56667,-75.95,1993-05-22,nan,Historical,540,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 290854. Observateurs : Étienne Artigau, J Mar, Gérard Desjardins.",nan,Québec,Quebec,Canada,Canada,,,49129.5,49129.875,453400N755700W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1993
S40417186,Carouge à épaulettes,Agelaius phoeniceus,32676,1,CA-QC,Les Collines-de-l'Outaouais,L6309503,Parc de la Gatineau,45.56667,-75.95,1994-06-18,nan,Historical,90,1,nan,nan,1,nan,nan,Feuillet d'ÉPOQ no 292092. Observateur : Étienne Artigau.,nan,Québec,Quebec,Canada,Canada,,,49521.5,49521.5625,453400N755700W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1994
S39798035,Carouge à épaulettes,Agelaius phoeniceus,32676,2,CA-QC,Les Collines-de-l'Outaouais,L6309503,Parc de la Gatineau,45.56667,-75.95,1994-06-24,nan,Historical,180,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 292093. Observateurs : Étienne Artigau, Jean-Pierre Artigau, M Pot.",nan,Québec,Quebec,Canada,Canada,,,49527.5,49527.625,453400N755700W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1994
S39799167,Carouge à épaulettes,Agelaius phoeniceus,32676,18,CA-QC,Les Collines-de-l'Outaouais,L6309503,Parc de la Gatineau,45.56667,-75.95,1999-06-13,nan,Historical,200,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 298287. Observateurs : Jean-Pierre Artigau, Anne Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,51342.5,51342.63888888889,453400N755700W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,1999
S39799163,Carouge à épaulettes,Agelaius phoeniceus,32676,4,CA-QC,Les Collines-de-l'Outaouais,L6309503,Parc de la Gatineau,45.56667,-75.95,2003-06-14,nan,Historical,105,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 635250. Observateurs : Étienne Artigau, Jean-Pierre Artigau, Gilbert Dupuis.",nan,Québec,Quebec,Canada,Canada,,,52804.5,52804.572916666664,453400N755700W,Red-winged Blackbird,Passeriformes,Icteridae,32676,rewbla,Agelaius phoeniceus,2003
